respondent_id,h1n1_vaccine,seasonal_vaccine
26970,0.43999999999999995,0.39549999999999996
26971,0.06000000000000005,0.3446
26972,0.020000000000000018,0.026800000000000046
26973,0.09999999999999998,0.13680000000000003
26974,0.21999999999999997,0.3732
26975,0.15000000000000002,0.6423
26976,0.72,0.571
26977,0.17000000000000004,0.34430000000000005
26978,0.030000000000000027,0.7705
26979,0.51,0.6793
26980,0.10999999999999999,0.06540000000000001
26981,0.07999999999999996,0.3094
26982,0.47,0.869
26983,0.22999999999999998,0.6234
26984,0.050000000000000044,0.12919999999999998
26985,0.14,0.08520000000000005
26986,0.15000000000000002,0.645
26987,0.06000000000000005,0.17810000000000004
26988,0.010000000000000009,0.15680000000000005
26989,0.30000000000000004,0.7857
26990,0.040000000000000036,0.08030000000000004
26991,0.27,0.4839
26992,0.32999999999999996,0.38260000000000005
26993,0.13,0.827
26994,0.14,0.5097
26995,0.20999999999999996,0.6066
26996,0.33999999999999997,0.2793
26997,0.08999999999999997,0.08299999999999996
26998,0.050000000000000044,0.03979999999999995
26999,0.31000000000000005,0.48109999999999997
27000,0.13,0.3893
27001,0.10999999999999999,0.755
27002,0.030000000000000027,0.1825
27003,0.040000000000000036,0.06820000000000004
27004,0.27,0.41259999999999997
27005,0.54,0.7986
27006,0.75,0.9108
27007,0.020000000000000018,0.17369999999999997
27008,0.17000000000000004,0.054200000000000026
27009,0.18000000000000005,0.2682
27010,0.020000000000000018,0.127
27011,0.12,0.11529999999999996
27012,0.31000000000000005,0.6118
27013,0.08999999999999997,0.42989999999999995
27014,0.06999999999999995,0.19220000000000004
27015,0.27,0.3204
27016,0.15000000000000002,0.2491
27017,0.36,0.721
27018,0.10999999999999999,0.2619
27019,0.74,0.9616
27020,0.17000000000000004,0.22799999999999998
27021,0.19999999999999996,0.544
27022,0.12,0.24270000000000003
27023,0.12,0.1189
27024,0.17000000000000004,0.3032
27025,0.27,0.024499999999999966
27026,0.06000000000000005,0.34730000000000005
27027,0.07999999999999996,0.7415
27028,0.43999999999999995,0.8702
27029,0.09999999999999998,0.2368
27030,0.21999999999999997,0.26580000000000004
27031,0.39,0.8031
27032,0.27,0.4958
27033,0.25,0.7523
27034,0.12,0.635
27035,0.15000000000000002,0.28990000000000005
27036,0.19999999999999996,0.7143
27037,0.51,0.827
27038,0.0,0.029299999999999993
27039,0.41000000000000003,0.9081
27040,0.20999999999999996,0.16469999999999996
27041,0.08999999999999997,0.5501
27042,0.08999999999999997,0.5268
27043,0.41000000000000003,0.7875
27044,0.030000000000000027,0.023700000000000054
27045,0.06000000000000005,0.5583
27046,0.0,0.12490000000000001
27047,0.39,0.4526
27048,0.15000000000000002,0.32889999999999997
27049,0.37,0.894
27050,0.13,0.5799
27051,0.10999999999999999,0.40780000000000005
27052,0.07999999999999996,0.35050000000000003
27053,0.64,0.9607
27054,0.10999999999999999,0.0605
27055,0.08999999999999997,0.8692
27056,0.19999999999999996,0.03979999999999995
27057,0.050000000000000044,0.029100000000000015
27058,0.87,0.9419
27059,0.08999999999999997,0.24870000000000003
27060,0.10999999999999999,0.43500000000000005
27061,0.13,0.5151
27062,0.18999999999999995,0.5272
27063,0.06999999999999995,0.5501
27064,0.15000000000000002,0.5765
27065,0.12,0.32389999999999997
27066,0.07999999999999996,0.6014
27067,0.52,0.6608
27068,0.55,0.9477
27069,0.52,0.9466
27070,0.040000000000000036,0.04949999999999999
27071,0.07999999999999996,0.06669999999999998
27072,0.16000000000000003,0.6952
27073,0.09999999999999998,0.8364
27074,0.17000000000000004,0.3518
27075,0.6,0.8288
27076,0.55,0.8129
27077,0.10999999999999999,0.10029999999999994
27078,0.24,0.8481
27079,0.19999999999999996,0.9457
27080,0.06999999999999995,0.25249999999999995
27081,0.13,0.6996
27082,0.22999999999999998,0.4448
27083,0.06999999999999995,0.24419999999999997
27084,0.56,0.6813
27085,0.020000000000000018,0.013599999999999945
27086,0.12,0.10389999999999999
27087,0.17000000000000004,0.30820000000000003
27088,0.21999999999999997,0.7099
27089,0.14,0.25760000000000005
27090,0.21999999999999997,0.5957
27091,0.42000000000000004,0.11709999999999998
27092,0.16000000000000003,0.28480000000000005
27093,0.18999999999999995,0.31999999999999995
27094,0.040000000000000036,0.024399999999999977
27095,0.15000000000000002,0.509
27096,0.14,0.243
27097,0.45999999999999996,0.7143
27098,0.58,0.7846
27099,0.15000000000000002,0.489
27100,0.22999999999999998,0.7859
27101,0.19999999999999996,0.663
27102,0.14,0.8552
27103,0.07999999999999996,0.03649999999999998
27104,0.37,0.5129
27105,0.16000000000000003,0.3587
27106,0.49,0.883
27107,0.48,0.723
27108,0.27,0.41200000000000003
27109,0.06000000000000005,0.18569999999999998
27110,0.06999999999999995,0.29069999999999996
27111,0.06000000000000005,0.40259999999999996
27112,0.42000000000000004,0.5724
27113,0.12,0.28090000000000004
27114,0.15000000000000002,0.2439
27115,0.43000000000000005,0.8739
27116,0.15000000000000002,0.9111
27117,0.020000000000000018,0.11929999999999996
27118,0.19999999999999996,0.5504
27119,0.14,0.378
27120,0.28,0.9868
27121,0.08999999999999997,0.7249
27122,0.07999999999999996,0.32489999999999997
27123,0.10999999999999999,0.15790000000000004
27124,0.030000000000000027,0.06730000000000003
27125,0.020000000000000018,0.02859999999999996
27126,0.21999999999999997,0.0716
27127,0.09999999999999998,0.08309999999999995
27128,0.25,0.6734
27129,0.19999999999999996,0.6552
27130,0.08999999999999997,0.19320000000000004
27131,0.10999999999999999,0.05700000000000005
27132,0.33999999999999997,0.9187
27133,0.10999999999999999,0.6595
27134,0.78,0.9338
27135,0.10999999999999999,0.6796
27136,0.10999999999999999,0.529
27137,0.16000000000000003,0.19830000000000003
27138,0.21999999999999997,0.5559
27139,0.15000000000000002,0.07169999999999999
27140,0.87,0.9516
27141,0.56,0.7994
27142,0.040000000000000036,0.2854
27143,0.43999999999999995,0.5585
27144,0.13,0.05159999999999998
27145,0.63,0.6762
27146,0.12,0.9127
27147,0.06999999999999995,0.2854
27148,0.09999999999999998,0.12570000000000003
27149,0.24,0.15839999999999999
27150,0.47,0.9599
27151,0.25,0.7547
27152,0.06000000000000005,0.2429
27153,0.18999999999999995,0.8051
27154,0.37,0.8711
27155,0.19999999999999996,0.6878
27156,0.06000000000000005,0.3418
27157,0.020000000000000018,0.5142
27158,0.06000000000000005,0.379
27159,0.030000000000000027,0.16310000000000002
27160,0.15000000000000002,0.2036
27161,0.26,0.5462
27162,0.09999999999999998,0.9272
27163,0.53,0.39349999999999996
27164,0.18999999999999995,0.12649999999999995
27165,0.30000000000000004,0.6349
27166,0.15000000000000002,0.1664
27167,0.14,0.499
27168,0.20999999999999996,0.7063
27169,0.43999999999999995,0.6745
27170,0.51,0.8246
27171,0.08999999999999997,0.3198
27172,0.07999999999999996,0.8619
27173,0.20999999999999996,0.5139
27174,0.09999999999999998,0.15449999999999997
27175,0.040000000000000036,0.16190000000000004
27176,0.44999999999999996,0.9527
27177,0.67,0.9498
27178,0.12,0.3518
27179,0.10999999999999999,0.2299
27180,0.13,0.32310000000000005
27181,0.12,0.8364
27182,0.44999999999999996,0.8922
27183,0.06999999999999995,0.5475
27184,0.09999999999999998,0.34119999999999995
27185,0.35,0.8041
27186,0.18999999999999995,0.5983
27187,0.10999999999999999,0.1431
27188,0.07999999999999996,0.3751
27189,0.17000000000000004,0.49470000000000003
27190,0.37,0.7522
27191,0.38,0.9431
27192,0.36,0.7564
27193,0.020000000000000018,0.08879999999999999
27194,0.27,0.35019999999999996
27195,0.030000000000000027,0.06810000000000005
27196,0.25,0.2792
27197,0.10999999999999999,0.689
27198,0.5,0.9874
27199,0.18000000000000005,0.14690000000000003
27200,0.29000000000000004,0.5874
27201,0.55,0.9276
27202,0.13,0.03400000000000003
27203,0.06999999999999995,0.10229999999999995
27204,0.010000000000000009,0.0524
27205,0.14,0.3758
27206,0.29000000000000004,0.31599999999999995
27207,0.15000000000000002,0.26259999999999994
27208,0.63,0.7498
27209,0.21999999999999997,0.3919
27210,0.13,0.361
27211,0.08999999999999997,0.2219
27212,0.37,0.953
27213,0.39,0.34640000000000004
27214,0.07999999999999996,0.07689999999999997
27215,0.18999999999999995,0.7938
27216,0.21999999999999997,0.8798
27217,0.16000000000000003,0.14390000000000003
27218,0.53,0.9574
27219,0.43000000000000005,0.6547
27220,0.31999999999999995,0.37129999999999996
27221,0.15000000000000002,0.6101
27222,0.22999999999999998,0.6494
27223,0.13,0.6021
27224,0.20999999999999996,0.6519
27225,0.26,0.2853
27226,0.06999999999999995,0.25470000000000004
27227,0.24,0.46950000000000003
27228,0.43000000000000005,0.8494
27229,0.52,0.9195
27230,0.16000000000000003,0.9776
27231,0.36,0.843
27232,0.10999999999999999,0.5648
27233,0.35,0.21960000000000002
27234,0.030000000000000027,0.02070000000000005
27235,0.64,0.9529
27236,0.20999999999999996,0.9257
27237,0.55,0.494
27238,0.36,0.7462
27239,0.38,0.18869999999999998
27240,0.12,0.4446
27241,0.050000000000000044,0.2409
27242,0.25,0.513
27243,0.06000000000000005,0.07379999999999998
27244,0.030000000000000027,0.09660000000000002
27245,0.13,0.4343
27246,0.74,0.9445
27247,0.25,0.9293
27248,0.15000000000000002,0.6538
27249,0.18999999999999995,0.5764
27250,0.13,0.2773
27251,0.18000000000000005,0.30179999999999996
27252,0.26,0.5879
27253,0.050000000000000044,0.9074
27254,0.8,0.9753
27255,0.13,0.3376
27256,0.52,0.9531
27257,0.36,0.5486
27258,0.30000000000000004,0.7911
27259,0.44999999999999996,0.9003
27260,0.25,0.3477
27261,0.25,0.6725
27262,0.15000000000000002,0.5222
27263,0.06000000000000005,0.05669999999999997
27264,0.15000000000000002,0.08289999999999997
27265,0.06999999999999995,0.19030000000000002
27266,0.20999999999999996,0.24209999999999998
27267,0.21999999999999997,0.7844
27268,0.21999999999999997,0.22870000000000001
27269,0.59,0.41469999999999996
27270,0.010000000000000009,0.08540000000000003
27271,0.050000000000000044,0.3862
27272,0.10999999999999999,0.39049999999999996
27273,0.06000000000000005,0.13749999999999996
27274,0.13,0.4676
27275,0.08999999999999997,0.3681
27276,0.010000000000000009,0.1461
27277,0.08999999999999997,0.8226
27278,0.21999999999999997,0.3537
27279,0.13,0.3489
27280,0.37,0.4162
27281,0.16000000000000003,0.26749999999999996
27282,0.18999999999999995,0.8818
27283,0.050000000000000044,0.023499999999999965
27284,0.28,0.21550000000000002
27285,0.09999999999999998,0.4383
27286,0.17000000000000004,0.36560000000000004
27287,0.17000000000000004,0.53
27288,0.5,0.7993
27289,0.29000000000000004,0.3729
27290,0.10999999999999999,0.09750000000000003
27291,0.53,0.8492
27292,0.12,0.6463
27293,0.07999999999999996,0.9647
27294,0.12,0.04849999999999999
27295,0.39,0.8675
27296,0.18999999999999995,0.7536
27297,0.09999999999999998,0.731
27298,0.13,0.27949999999999997
27299,0.26,0.7429
27300,0.20999999999999996,0.9596
27301,0.010000000000000009,0.027000000000000024
27302,0.15000000000000002,0.5247
27303,0.15000000000000002,0.08520000000000005
27304,0.12,0.7765
27305,0.06000000000000005,0.0343
27306,0.28,0.5994
27307,0.71,0.7455
27308,0.18000000000000005,0.1784
27309,0.47,0.9681
27310,0.09999999999999998,0.15200000000000002
27311,0.14,0.10909999999999997
27312,0.25,0.3287
27313,0.020000000000000018,0.10560000000000003
27314,0.020000000000000018,0.06330000000000002
27315,0.06999999999999995,0.40349999999999997
27316,0.29000000000000004,0.766
27317,0.14,0.11339999999999995
27318,0.26,0.3044
27319,0.47,0.8568
27320,0.21999999999999997,0.7732
27321,0.06999999999999995,0.5051
27322,0.45999999999999996,0.14470000000000005
27323,0.07999999999999996,0.548
27324,0.33999999999999997,0.5359
27325,0.53,0.9478
27326,0.050000000000000044,0.5792
27327,0.16000000000000003,0.3186
27328,0.22999999999999998,0.5117
27329,0.09999999999999998,0.28990000000000005
27330,0.14,0.5044
27331,0.16000000000000003,0.21889999999999998
27332,0.19999999999999996,0.9477
27333,0.64,0.7096
27334,0.020000000000000018,0.04690000000000005
27335,0.19999999999999996,0.10450000000000004
27336,0.08999999999999997,0.14549999999999996
27337,0.33999999999999997,0.578
27338,0.24,0.5065
27339,0.25,0.27349999999999997
27340,0.06999999999999995,0.16449999999999998
27341,0.22999999999999998,0.7093
27342,0.26,0.6393
27343,0.0,0.09609999999999996
27344,0.18000000000000005,0.5581
27345,0.14,0.3204
27346,0.37,0.9696
27347,0.71,0.9507
27348,0.010000000000000009,0.28290000000000004
27349,0.16000000000000003,0.22950000000000004
27350,0.06000000000000005,0.9398
27351,0.63,0.9116
27352,0.18000000000000005,0.41559999999999997
27353,0.07999999999999996,0.08750000000000002
27354,0.28,0.6396
27355,0.27,0.45599999999999996
27356,0.27,0.5104
27357,0.050000000000000044,0.38939999999999997
27358,0.31000000000000005,0.8289
27359,0.25,0.812
27360,0.14,0.5746
27361,0.040000000000000036,0.9245
27362,0.20999999999999996,0.4746
27363,0.09999999999999998,0.18910000000000005
27364,0.06000000000000005,0.472
27365,0.38,0.6375
27366,0.31999999999999995,0.5964
27367,0.31000000000000005,0.40549999999999997
27368,0.040000000000000036,0.4992
27369,0.010000000000000009,0.059799999999999964
27370,0.10999999999999999,0.7433
27371,0.24,0.38380000000000003
27372,0.07999999999999996,0.29390000000000005
27373,0.61,0.7186
27374,0.040000000000000036,0.30920000000000003
27375,0.13,0.9554
27376,0.36,0.37139999999999995
27377,0.14,0.6185
27378,0.010000000000000009,0.17959999999999998
27379,0.10999999999999999,0.21389999999999998
27380,0.19999999999999996,0.9567
27381,0.06999999999999995,0.5649
27382,0.19999999999999996,0.17020000000000002
27383,0.09999999999999998,0.6334
27384,0.07999999999999996,0.3143
27385,0.17000000000000004,0.928
27386,0.14,0.8799
27387,0.35,0.8833
27388,0.21999999999999997,0.23939999999999995
27389,0.15000000000000002,0.12929999999999997
27390,0.030000000000000027,0.03090000000000004
27391,0.24,0.7485
27392,0.79,0.8781
27393,0.010000000000000009,0.06510000000000005
27394,0.06999999999999995,0.4707
27395,0.48,0.5991
27396,0.050000000000000044,0.08020000000000005
27397,0.69,0.9623
27398,0.16000000000000003,0.8655
27399,0.28,0.6067
27400,0.07999999999999996,0.7367
27401,0.31000000000000005,0.35029999999999994
27402,0.15000000000000002,0.7658
27403,0.10999999999999999,0.21209999999999996
27404,0.18000000000000005,0.22640000000000005
27405,0.74,0.8962
27406,0.06000000000000005,0.23839999999999995
27407,0.15000000000000002,0.0928
27408,0.18000000000000005,0.6364
27409,0.68,0.9705
27410,0.06000000000000005,0.23629999999999995
27411,0.18999999999999995,0.16190000000000004
27412,0.17000000000000004,0.8733
27413,0.06999999999999995,0.2259
27414,0.62,0.7063
27415,0.12,0.2573
27416,0.14,0.2771
27417,0.31999999999999995,0.4103
27418,0.47,0.16959999999999997
27419,0.52,0.9458
27420,0.050000000000000044,0.15169999999999995
27421,0.29000000000000004,0.4404
27422,0.35,0.6816
27423,0.10999999999999999,0.32999999999999996
27424,0.14,0.6148
27425,0.18999999999999995,0.6309
27426,0.15000000000000002,0.30300000000000005
27427,0.06000000000000005,0.36839999999999995
27428,0.040000000000000036,0.18269999999999997
27429,0.45999999999999996,0.16180000000000005
27430,0.12,0.7279
27431,0.13,0.5787
27432,0.19999999999999996,0.5483
27433,0.14,0.8815
27434,0.12,0.2933
27435,0.18999999999999995,0.6847
27436,0.050000000000000044,0.0887
27437,0.09999999999999998,0.1653
27438,0.0,0.2783
27439,0.17000000000000004,0.27149999999999996
27440,0.24,0.2985
27441,0.72,0.8803
27442,0.31999999999999995,0.9106
27443,0.12,0.131
27444,0.08999999999999997,0.05379999999999996
27445,0.07999999999999996,0.042300000000000004
27446,0.19999999999999996,0.10429999999999995
27447,0.08999999999999997,0.28759999999999997
27448,0.15000000000000002,0.632
27449,0.15000000000000002,0.944
27450,0.17000000000000004,0.8856
27451,0.10999999999999999,0.13219999999999998
27452,0.13,0.09240000000000004
27453,0.20999999999999996,0.9285
27454,0.12,0.35350000000000004
27455,0.22999999999999998,0.16749999999999998
27456,0.22999999999999998,0.3762
27457,0.09999999999999998,0.18799999999999994
27458,0.13,0.40700000000000003
27459,0.13,0.13580000000000003
27460,0.77,0.9031
27461,0.06999999999999995,0.11829999999999996
27462,0.07999999999999996,0.5139
27463,0.17000000000000004,0.4303
27464,0.4,0.5827
27465,0.7,0.9391
27466,0.050000000000000044,0.027000000000000024
27467,0.040000000000000036,0.377
27468,0.13,0.3325
27469,0.18999999999999995,0.6066
27470,0.63,0.8992
27471,0.08999999999999997,0.6156
27472,0.27,0.5558
27473,0.17000000000000004,0.2914
27474,0.12,0.5393
27475,0.020000000000000018,0.04530000000000001
27476,0.21999999999999997,0.45120000000000005
27477,0.030000000000000027,0.25470000000000004
27478,0.15000000000000002,0.5899
27479,0.10999999999999999,0.21309999999999996
27480,0.29000000000000004,0.6622
27481,0.56,0.7543
27482,0.36,0.24850000000000005
27483,0.49,0.7356
27484,0.21999999999999997,0.958
27485,0.06000000000000005,0.8158
27486,0.26,0.40569999999999995
27487,0.17000000000000004,0.9041
27488,0.74,0.9271
27489,0.82,0.7699
27490,0.13,0.21450000000000002
27491,0.29000000000000004,0.6348
27492,0.050000000000000044,0.5897
27493,0.15000000000000002,0.928
27494,0.36,0.6991
27495,0.29000000000000004,0.277
27496,0.040000000000000036,0.19140000000000001
27497,0.18000000000000005,0.012299999999999978
27498,0.10999999999999999,0.501
27499,0.16000000000000003,0.8706
27500,0.15000000000000002,0.9038
27501,0.050000000000000044,0.3508
27502,0.13,0.7448
27503,0.08999999999999997,0.53
27504,0.0,0.028000000000000025
27505,0.06999999999999995,0.14490000000000003
27506,0.31999999999999995,0.76
27507,0.15000000000000002,0.19420000000000004
27508,0.24,0.47319999999999995
27509,0.13,0.49770000000000003
27510,0.38,0.31579999999999997
27511,0.20999999999999996,0.5281
27512,0.10999999999999999,0.3105
27513,0.14,0.5274
27514,0.26,0.588
27515,0.44999999999999996,0.31200000000000006
27516,0.43999999999999995,0.7957
27517,0.07999999999999996,0.018000000000000016
27518,0.52,0.9319
27519,0.050000000000000044,0.07509999999999994
27520,0.040000000000000036,0.1491
27521,0.06999999999999995,0.3042
27522,0.22999999999999998,0.1362
27523,0.040000000000000036,0.2662
27524,0.25,0.4407
27525,0.12,0.29490000000000005
27526,0.43999999999999995,0.7807
27527,0.06000000000000005,0.9297
27528,0.36,0.7922
27529,0.15000000000000002,0.7755
27530,0.040000000000000036,0.14280000000000004
27531,0.17000000000000004,0.05600000000000005
27532,0.06000000000000005,0.9465
27533,0.29000000000000004,0.44930000000000003
27534,0.19999999999999996,0.0635
27535,0.07999999999999996,0.8423
27536,0.26,0.43069999999999997
27537,0.44999999999999996,0.8567
27538,0.4,0.372
27539,0.26,0.7817
27540,0.33999999999999997,0.16369999999999996
27541,0.57,0.9539
27542,0.040000000000000036,0.2127
27543,0.56,0.752
27544,0.26,0.2724
27545,0.17000000000000004,0.122
27546,0.39,0.6491
27547,0.21999999999999997,0.10229999999999995
27548,0.15000000000000002,0.9313
27549,0.07999999999999996,0.8102
